labels,balaban,nodes,edges,estrada,narumi,padmakar_ivan,polarity_nr,randic,szeged,wiener,zagreb,schultz,mod_zagreb,hyp_wiener,n_impurity,label_entropy
0,1.8371260182465188,19,21,48.462395,629856,389,34,8.986071,1068.0,621,106,2697,19.000000178813934,1716.0,1.0869877023399053,1.3333333333333333
0,2.0180284180687553,21,22,128.49050085761,839808,439,33,9.972765,1293.0,921,106,3743,21.000000059604645,3056.0,1.474554148784289,1.5
0,2.2417896269110957,16,16,37.374847,20736,234,20,7.647066,608.0,491,72,1956,16.000000059604645,1555.0,1.4237949406953987,1.3333333333333333
0,2.4759093856238015,23,23,132.7926620034018,746496,500,32,10.636553,1638.0,1332,110,5195,23.00000011920929,5333.0,1.5794160077843602,1.6
0,0.9700952034321954,75,79,462.05879217748895,9704205606470427869184,6126,119,35.85206,50790.0,41986,372,175997,75.00000041723251,472307.0,1.1376903240908067,1.4090909090909092
0,2.065486050395234,13,14,32.373096,7776,168,19,6.2195454,362.0,224,68,974,13.0,506.0,1.2957378005380122,1.8333333333333333
0,2.8675506373646655,22,22,51.96786,497664,456,34,10.373558,1252.0,1023,104,3960,22.0,3324.0,1.708098663501806,1.6842105263157894
0,1.4074753551822548,21,23,52.226154,5971968,486,29,10.20351,1728.0,1042,108,4579,20.999999821186066,4040.0,1.280019973431558,1.5384615384615385
0,1.4492775816186567,22,24,54.739174,8957952,534,33,10.631029,1924.0,1160,114,5046,21.999999940395355,4548.0,1.1191194231256716,1.75
0,1.6536594778879024,20,21,48.44383,746496,408,28,9.596556,1384.0,945,98,3940,19.999999940395355,3682.0,1.319035274338866,1.6363636363636365
0,2.5158359793114915,10,10,23.698957,324,84,14,4.6258974,182.0,109,48,452,10.000000178813934,211.0,1.4854752972273346,1.5555555555555556
0,1.876939973945744,12,12,27.882477,2304,125,9,5.787694,263.0,244,52,998,12.0,731.0,1.3844315043405981,1.6363636363636365
0,1.225267786216214,39,42,95.662926,1981355655168,1698,56,18.991203,7800.0,5984,194,25556,38.99999988079071,35914.0,1.22751959650286,1.4736842105263157
0,1.7732817078773304,20,21,48.43375,746496,408,27,9.57972,1262.0,882,98,3678,19.99999988079071,3127.0,1.1540157730728,1.6363636363636365
0,1.513966038805164,26,28,164.75584853141123,80621568,721,41,12.507238,2468.0,1807,134,7678,26.000000059604645,7694.0,1.2115696121630875,1.5
0,1.2900229631014533,30,33,74.93548,5159780352,1030,46,14.597357,4178.0,2693,156,11748,29.99999988079071,12497.0,0.9722539283649269,1.4545454545454546
0,1.5498595034859877,23,25,56.815292,23887872,582,34,11.2751875,1958.0,1240,116,5365,22.99999988079071,4560.0,0.9664516287472263,1.6
0,1.6705254282047637,26,27,62.65173,31850496,674,34,12.419851,2393.0,2035,126,8308,25.99999988079071,9821.0,1.6341791637991105,1.6666666666666667
0,1.4865416126931883,22,24,54.84082,8957952,510,32,10.669033,1575.0,1134,114,4922,21.99999988079071,4279.0,1.2433003685389579,1.5
0,1.4607291653876058,19,21,48.06392,1119744,374,25,9.114194,1045.0,763,102,3368,18.99999988079071,2677.0,1.7142977509479211,1.7647058823529411
0,1.2193098458526574,24,27,61.293346,95551488,672,36,11.62776,2390.0,1505,132,6806,23.99999976158142,6376.0,1.0238995733215066,1.5
0,2.761722854332123,17,17,98.15109800251437,23328,266,25,7.947265,618.0,492,80,1927,17.000000298023224,1324.0,1.7033848993102918,1.4285714285714286
0,1.9126063791119383,23,24,55.718807,3359232,540,34,10.879917,1676.0,1238,114,5102,23.00000011920929,4532.0,1.3274847819558417,1.5714285714285714
0,1.8081068627341719,24,25,57.78415,8957952,588,34,11.486072,1866.0,1471,116,6094,24.00000011920929,5875.0,1.176065103715944,1.3846153846153846
0,2.0264993472410042,19,20,46.70324,209952,359,29,8.896754,925.0,683,98,2809,19.000000178813934,2073.0,1.4574248814091713,1.5384615384615385
0,1.6838942745708239,20,22,50.513153,1679616,431,33,9.575388,1262.0,769,108,3366,20.00000011920929,2369.0,1.4166422780956525,1.5714285714285714
0,1.4349563232180735,24,27,62.534508,26873856,620,40,11.13456,2026.0,1306,142,5768,23.999999940395355,4754.0,1.0408520829727552,1.4285714285714286
0,1.4215358602059924,28,31,70.387764,1289945088,904,45,13.614193,3346.0,2023,148,8870,27.999999940395355,7973.0,1.227402569259248,1.5384615384615385
0,1.99391872593771,29,30,69.45743,214990848,858,46,14.086778,3358.0,2380,138,9526,28.99999988079071,10343.0,0.8699959791362581,1.25
0,2.327917601200372,11,11,25.521717,1152,102,15,5.342535,266.0,152,48,631,11.0,331.0,1.4353713907745331,1.0
0,1.783671058079577,29,30,69.3746,214990848,858,38,13.846244,3262.0,2614,138,10674,29.0,12401.0,1.237513637178695,1.2857142857142858
0,1.4446868687346954,45,48,281.69504608115494,12694994288640,2158,78,21.42869,10274.0,7686,234,32032,45.00000011920929,43357.0,1.3451945267597414,1.5384615384615385
0,1.9633150831157196,29,30,174.64539701259403,68024448,839,46,13.522652,2847.0,2377,146,9583,29.00000035762787,10354.0,1.2804485508971961,1.375
0,1.9767446865648424,25,26,151.56521845365424,5038848,623,39,11.5019245,2005.0,1539,130,6241,25.00000011920929,5934.0,1.9484930703645584,1.5238095238095237
0,1.706092748100967,20,21,122.72306257336913,746496,398,25,9.558551,1151.0,916,98,3830,20.0,3397.0,1.319035274338866,1.6
0,1.728820557764502,20,21,48.52826,746496,398,26,9.596556,1144.0,905,98,3782,19.999999940395355,3312.0,1.2567796494470396,1.6
0,3.554068592660241,13,12,29.003874,648,132,14,5.9472647,290.0,290,54,1058,13.000000238418579,851.0,1.922023142851573,1.2307692307692308
0,1.5325091384764178,26,29,66.39929,181398528,770,48,12.48607,2600.0,1541,144,6756,26.00000023841858,5521.0,1.2594585543875694,1.8571428571428572
0,1.8926068421167013,18,19,43.680725,248832,330,26,8.719545,919.0,616,88,2596,18.0,1902.0,0.8030717273241025,1.0
0,1.432360942371247,29,32,73.126976,1451188224,962,46,13.939893,3460.0,2208,156,9640,28.99999988079071,8739.0,1.2770049139968558,1.2857142857142858
0,2.0506356133414987,15,16,37.32364,20736,222,24,7.065498,614.0,344,80,1452,15.0,888.0,0.5665095065529053,1.5
0,2.133189830029223,27,28,65.40636,30233088,727,43,12.79413,2231.0,1811,134,7241,27.000000178813934,6804.0,1.4805774296980356,1.5238095238095237
0,3.020640356411662,17,16,37.483192,24576,240,15,8.308061,772.0,772,64,2880,17.0,3458.0,0.9519940819087833,1.6666666666666667
0,1.3604238219089064,30,33,75.38317,2902376448,1030,50,14.418725,4539.0,2600,160,11160,30.0,11800.0,0.6998428398862386,1.5555555555555556
0,1.515030422566295,24,27,61.60926,60466176,659,43,11.55855,2178.0,1250,134,5513,24.00000011920929,4293.0,1.2934356963218767,1.5
0,1.9441621295193183,35,36,83.54028,7739670528,1248,52,16.798464,5502.0,4202,166,16780,35.0,21732.0,1.4119259995158082,1.3333333333333333
0,1.8717712297892561,23,24,55.719288,3359232,540,34,10.879917,1802.0,1270,114,5200,23.00000011920929,4823.0,1.44726249944121,1.375
0,1.597749803104222,27,30,178.12066318148493,272097792,840,50,12.846243,3250.0,1658,150,7160,27.00000011920929,5791.0,1.6503452842745276,1.7894736842105263
0,1.535992378977852,30,32,73.98786,725594112,953,50,14.408947,3809.0,2682,154,11138,29.99999988079071,12455.0,0.7837769474847011,1.2222222222222223
0,1.798870847905824,13,14,32.209347,10368,164,13,6.2540197,301.0,252,66,1112,12.999999940395355,648.0,1.5465935642949384,1.6
0,1.709275723101589,20,21,48.433765,746496,408,27,9.558551,1280.0,913,98,3832,20.0,3394.0,0.5689955935892812,1.5
0,1.9978975017834517,22,23,53.471287,1679616,494,36,10.493931,1621.0,1052,110,4286,21.999999940395355,3606.0,1.4179493739444216,1.5294117647058822
0,2.1023686894953846,13,13,30.303356,3456,150,14,6.219545,404.0,284,58,1137,12.999999940395355,837.0,1.1401156785146092,1.4285714285714286
0,1.876636404578682,22,24,54.599197,14155776,534,37,10.876175,1432.0,919,112,3968,21.999999821186066,2658.0,0.5304060778306042,1.4285714285714286
0,1.4507158930685333,21,23,52.55472,4478976,477,31,10.169035,1612.0,1018,110,4429,20.99999988079071,3871.0,1.3223057888533087,1.75
0,2.064188924259534,16,17,39.560837,34992,258,27,7.502908,760.0,407,84,1710,16.000000178813934,1075.0,1.121640762186858,1.1111111111111112
0,1.5291722328790187,24,27,61.60555,60466176,658,43,11.55855,2344.0,1250,134,5484,24.00000011920929,4307.0,0.9737837298712215,1.2857142857142858
0,1.4122937688743353,27,30,68.463745,483729408,823,48,13.13456,3190.0,1874,146,8103,27.0,7644.0,1.049398525415911,1.25
0,1.538349659189973,22,24,55.197914,5971968,532,36,10.471163,1864.0,1096,118,4738,21.999999940395355,4002.0,1.63861996359321,1.3846153846153846
0,2.297440827928218,13,13,30.739588,2304,150,15,6.0328054,368.0,260,62,1045,12.999999940395355,691.0,0.7732283485249177,1.2
0,1.4751945659833552,26,30,69.23845,725594112,803,49,12.664702,2835.0,1439,150,6548,26.000000178813934,4692.0,0.7441942138263227,1.4285714285714286
0,2.0772175507980224,18,19,44.453804,104976,322,31,8.468433,824.0,571,94,2358,18.00000023841858,1634.0,1.194173734256912,1.25
0,1.2782632930538786,28,31,70.61207,967458816,900,47,13.546045,4150.0,2261,150,9836,27.99999988079071,10500.0,1.018424695195087,1.2941176470588236
0,0.9955875774714072,54,66,150.0415,35497776883213271040,3867,144,26.248587,20012.0,8995,358,42893,53.99999964237213,40216.0,0.921908448337664,1.4666666666666666
0,1.7274237457924513,48,52,121.598694,80244904034304,2503,104,22.488127,9956.0,6859,268,28526,48.0,28733.0,0.8426578772022391,1.4074074074074074
0,1.659754192501316,24,27,160.9106230011937,34012224,658,47,11.379916,2335.0,1147,138,5016,24.00000023841858,3555.0,1.061278124459133,1.625
0,1.0745605129576763,49,56,127.33736,16452714040918016,3012,107,23.84513,18128.0,8428,282,37552,48.999999940395355,43592.0,0.8284117165662751,1.3793103448275863
0,2.4836605512691037,29,29,167.43422600428923,53747712,806,40,13.815299,3226.0,2656,132,10303,29.0,13069.0,1.2804485508971961,1.3333333333333333
0,1.6545553051955602,19,21,48.09439,1119744,383,28,9.164704,927.0,676,102,2974,19.000000059604645,2026.0,1.60683227831811,1.894736842105263
0,1.7565177425107295,27,29,170.51455181228593,120932352,777,44,12.917922,2592.0,1753,140,7347,27.00000011920929,6424.0,1.6318312459612343,1.6521739130434783
0,2.4903691068049314,42,43,249.67474427399054,132239523840,1745,73,19.614077,8850.0,5471,208,21755,42.00000059604645,24023.0,1.1430830704669603,1.5555555555555556
0,1.8229269346423906,16,18,41.11745,139968,278,28,7.7027082,835.0,385,90,1728,16.0,960.0,0.8960382325345574,1.6363636363636365
0,1.7506908411590936,25,26,151.56521845365424,23887872,638,34,12.13456,2442.0,1740,118,7098,24.99999988079071,7675.0,0.916118213778296,1.2307692307692308
0,1.6571279940431225,43,44,255.4469213765094,195689447424,1880,60,19.568846,11672.0,9020,220,35956,42.99999976158142,68929.0,0.7111537191609086,1.25
0,1.3520075341220816,34,36,210.85028933693678,8707129344,1240,53,16.150776,6244.0,4323,172,17968,34.00000011920929,25504.0,1.3404062136890413,1.5384615384615385
0,2.015350238385813,19,20,116.95627916299809,279936,358,26,8.990402,988.0,695,96,2838,18.999999940395355,2130.0,1.4329831210560053,1.7647058823529411
0,1.4547770202555417,24,26,153.24222670534377,23887872,632,37,11.454326,2389.0,1488,126,6404,23.99999988079071,6268.0,0.7382848661434506,2.0
0,2.114803774372485,13,13,30.3038,3456,150,14,6.1983767,376.0,280,58,1129,13.000000059604645,801.0,0.9912642605354288,1.2
0,1.6653295697036867,18,19,43.65054,248832,330,23,8.647866,1110.0,702,88,2938,17.999999940395355,2573.0,0.9864267287308426,1.4545454545454546
0,3.4365348249497805,11,10,56.612391181673374,128,90,8,4.7071066,176.0,176,50,644,11.0,452.0,0.9456603046006401,1.5
0,1.6263742747910932,14,15,34.47835,20736,190,13,6.7371836,403.0,341,70,1488,13.99999988079071,1026.0,1.556656707462823,1.4285714285714286
0,1.5503760952683459,28,31,72.13597,286654464,883,59,13.115664,3429.0,1904,162,8173,27.999999940395355,7378.0,0.7075696535050606,1.2
0,1.9767748031928756,12,12,27.800615,2304,126,11,5.787694,314.0,233,52,952,12.0,664.0,1.1887218755408673,1.5
0,1.5515600388119717,21,23,52.55565,4478976,477,31,10.147868,1416.0,948,110,4129,21.0,3239.0,1.509968612636817,1.75
0,1.6522150341784883,18,20,45.845654,497664,356,29,8.537825,1211.0,582,100,2586,17.999999821186066,1735.0,1.0529407605626349,1.5384615384615385
0,2.088786319848859,30,31,180.4160372266725,429981696,918,46,14.548772,3669.0,2537,142,10068,29.999999940395355,10741.0,1.0389205950315934,1.1428571428571428
0,1.6613371183965824,15,16,36.68031,41472,223,17,7.2540207,576.0,407,74,1765,14.999999940395355,1255.0,1.4256051990169438,1.4545454545454546
0,1.9506843270506693,25,26,151.56521845365424,7962624,638,37,11.587353,2114.0,1560,128,6386,24.99999988079071,6085.0,0.6395563653739031,1.4
0,1.2363597825163195,22,25,56.214302,47775744,548,30,10.898979,1826.0,1175,118,5370,21.999999821186066,4705.0,0.699857857026928,1.5
0,0.9887351437968057,35,40,90.04084,1114512556032,1520,60,17.136162,8052.0,4276,194,19426,34.99999976158142,23745.0,0.818384478124978,1.5555555555555556
0,1.342341102448678,21,24,53.770306,23887872,524,33,10.398979,1828.0,944,114,4356,20.999999821186066,3275.0,0.4537163391869449,1.4285714285714286
0,2.5196627264496847,16,16,92.37750400236646,9216,234,23,7.2389817,559.0,442,80,1758,16.0,1259.0,1.198192411043098,1.3333333333333333
